name,station,owner,duid,connection_id,connection_voltage,generator_classification,market_generator,schedule_type,updated_on,position,region,fuel_source_primary,fuel_source_secondary,tech_type_primary,tech_type_secondary,marker_type,reg_cap,max_cap,mlf_11,mlf_12,mlf_13,mlf_14,mlf_15,mlf_16,mlf_17,mlf_18,mlf_19,mlf_20
Cape Nelson South WF,PORTWF,Pacific Hydro Portland Wind Farm Pty Ltd,PORTWF,VAPD3W,500,GENERATOR - NOT DISPATCHED,No,NON-SCHEDULED,26/3/15,"{""lat"":-38.42267731683158,""lng"":141.54818089047964}",VIC,Wind,Wind,Renewable,Wind - Onshore,Wind,148,148,,,,,,,,,,
Liddell PS,LIDDELL,AGL Macquarie Pty Limited,LD01,NLDP1,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-32.369284570656966,""lng"":150.97856716223652}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,500,550,0.9541,0.9518,0.9556,0.9588,0.9663,0.9676,0.9593,0.9509,0.9537, 0.9591 
Liddell PS,LIDDELL,AGL Macquarie Pty Limited,LD02,NLDP2,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-32.369284570656966,""lng"":150.97856716223652}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,500,550,0.9541,0.9518,0.9556,0.9588,0.9663,0.9676,0.9593,0.9509,0.9537, 0.9591 
Liddell PS,LIDDELL,AGL Macquarie Pty Limited,LD03,NLDP3,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-32.369284570656966,""lng"":150.97856716223652}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,500,550,0.9541,0.9518,0.9556,0.9588,0.9663,0.9676,0.9593,0.9509,0.9537, 0.9591 
Liddell PS,LIDDELL,AGL Macquarie Pty Limited,LD04,NLDP4,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-32.369284570656966,""lng"":150.97856716223652}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,500,550,0.9541,0.9518,0.9556,0.9588,0.9663,0.9676,0.9593,0.9509,0.9537, 0.9591 
Bayswater PS,BAYSW,AGL Macquarie Pty Limited,BW01,NBAY1,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-32.393916891089006,""lng"":150.95517637363358}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,660,700,0.9545,0.9515,0.9552,0.9584,0.9656,0.9668,0.959,0.952,0.9538, 0.9591 
Bayswater PS,BAYSW,AGL Macquarie Pty Limited,BW02,NBAY2,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-32.393916891089006,""lng"":150.95517637363358}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,660,700,0.9545,0.9515,0.9552,0.9584,0.9656,0.9668,0.959,0.952,0.9538, 0.9591 
Bayswater PS,BAYSW,AGL Macquarie Pty Limited,BW03,NBAY3,500,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-32.393916891089006,""lng"":150.95517637363358}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,660,700,0.9558,0.953,0.9558,0.9587,0.965,0.9668,0.9603,0.9532,0.9555, 0.9597 
Bayswater PS,BAYSW,AGL Macquarie Pty Limited,BW04,NBAY4,500,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-32.393916891089006,""lng"":150.95517637363358}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,660,700,0.9558,0.953,0.9558,0.9587,0.965,0.9668,0.9603,0.9532,0.9555, 0.9597 
Hunter Valley GT,HUNTVGT,AGL Macquarie Pty Limited,HVGTS,NLD31,33,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-32.390837851035,""lng"":150.96687176793503}",NSW,Gas,Kerosene,Combustion,Open Cycle Gas turbines (OCGT),Gas,50,50,0.9591,0.9568,0.9641,0.9675,0.9755,0.974,0.9679,0.9582,0.9596, 0.9653 
Redbank PS,REDBANK1,Redbank Project Pty Limited,REDBANK1,NMRK1,132,GENERATOR - NOT DISPATCHED,Yes,NON-SCHEDULED,26/3/15,"{""lat"":-32.57865929432933,""lng"":151.07213031664833}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,150,150,0.9571,0.9535,0.9572,0.951,0.9744,0.9843,,,,
Eraring PS,ERARING,Origin Energy Electricity Limited,ER01,NEPS1,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-33.06206858280818,""lng"":151.52435222963874}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,720,750,0.9857,0.9865,0.9859,0.9863,0.9842,0.9856,0.9829,0.982,0.9828, 0.9835 
Eraring PS,ERARING,Origin Energy Electricity Limited,ER02,NEPS2,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-33.06206858280818,""lng"":151.52435222963874}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,720,750,0.9857,0.9865,0.9859,0.9863,0.9842,0.9856,0.9829,0.982,0.9828, 0.9835 
Eraring PS,ERARING,Origin Energy Electricity Limited,ER03,NEPS3,500,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-33.06206858280818,""lng"":151.52435222963874}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,720,750,0.9875,0.9882,0.9859,0.9875,0.9857,0.9867,0.9846,0.9846,0.9853, 0.9844 
Eraring PS,ERARING,Origin Energy Electricity Limited,ER04,NEPS4,500,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-33.06206858280818,""lng"":151.52435222963874}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,720,750,0.9875,0.9882,0.9859,0.9875,0.9857,0.9867,0.9846,0.9846,0.9853, 0.9844 
Colongra PS,COLONGRA,Snowy Hydro Limited,CG1,NCLG1D,330,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-33.20986250540044,""lng"":151.54384455347451}",NSW,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,181,181,0.9811,0.9863,0.986,0.9896,0.9855,0.9793,0.9872,0.9831,0.9827, 0.9849 
Colongra PS,COLONGRA,Snowy Hydro Limited,CG2,NCLG2D,330,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-33.20986250540044,""lng"":151.54384455347451}",NSW,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,181,181,0.9811,0.9863,0.986,0.9896,0.9855,0.9793,0.9872,0.9831,0.9827, 0.9849 
Colongra PS,COLONGRA,Snowy Hydro Limited,CG3,NCLG3D,330,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-33.20986250540044,""lng"":151.54384455347451}",NSW,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,181,181,0.9811,0.9863,0.986,0.9896,0.9855,0.9793,0.9872,0.9831,0.9827, 0.9849 
Colongra PS,COLONGRA,Snowy Hydro Limited,CG4,NCLG4D,330,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-33.20986250540044,""lng"":151.54384455347451}",NSW,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,181,181,0.9811,0.9863,0.986,0.9896,0.9855,0.9793,0.9872,0.9831,0.9827, 0.9849 
Vales Pt PS,VP,Delta Electricity,VP5,NVPP5,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-33.16059786453635,""lng"":151.5477430182417}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,660,680,0.9854,0.9876,0.9877,0.9894,0.9865,0.9877,0.9853,0.9845,0.9851, 0.9864 
Vales Pt PS,VP,Delta Electricity,VP6,NVPP6,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-33.16059786453635,""lng"":151.5477430182417}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,660,680,0.9854,0.9876,0.9877,0.9894,0.9865,0.9877,0.9853,0.9845,0.9851, 0.9864 
Mt Piper PS,MP,EnergyAustralia Pty Ltd,MP1,NMTP1,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-33.3607354680467,""lng"":150.0351386885841}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,700,700,0.9703,0.965,0.9629,0.968,0.9698,0.9744,0.9753,0.9725,0.9738, 0.9714 
Mt Piper PS,MP,EnergyAustralia Pty Ltd,MP2,NMTP2,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-33.3607354680467,""lng"":150.0351386885841}",NSW,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,700,700,0.9703,0.965,0.9629,0.968,0.9698,0.9744,0.9753,0.9725,0.9738, 0.9714 
Sithe PS,SITHE,Marubeni Australia Power Services Pty Ltd,SITHE01,NSYW1,33,GENERATOR - SLOW,No,SCHEDULED,26/3/15,"{""lat"":-33.85030283663356,""lng"":150.95127790886642}",NSW,Gas,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Gas,160,175,1.0021,1.004,1.0053,1.0057,1.0026,1.0018,,0.9979,1, 1.0029 
Tullawarra PS,TALLAWAR,EnergyAustralia Pty Ltd,TALWA1,NDT13T,132,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-34.52461260846074,""lng"":150.80703471248154}",NSW,Gas,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Gas,460,460,0.9946,0.9962,0.9934,0.986,0.9839,0.9912,0.9967,1.0013,1.0001, 0.9895 
Bendeela PS,SHOALHAV,Origin Energy Electricity Limited,SHGEN,NSHL,330,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-34.73398733213311,""lng"":150.46786827773872}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,240,240,1.0134,0.9671,0.9798,0.9838,0.9737,0.9838,0.9904,0.9931,0.9981, 0.9778 
Kangaroo Valley PS,SHOALHAV,Origin Energy Electricity Limited,SHGEN,NSHL,330,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-34.72167117191709,""lng"":150.4795636720402}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,240,240,1.0134,0.9671,0.9798,0.9838,0.9737,0.9838,0.9904,0.9931,0.9981, 0.9778 
Taralga WF,TARALGA,Taralga Wind Farm Nominees No 2 Pty Ltd (ATF Taralga Wind Farm Operating Trust),TARALGA1,NMR22T,132,GENERATOR - SLOW,Yes,SEMI-SCHEDULED,26/3/15,"{""lat"":-34.42608332673257,""lng"":149.85970777406197}",NSW,Wind,Wind,Renewable,Wind - Onshore,Wind,106.8,106.8,,,,,0.9762,0.9844,0.9922,0.9998,0.9977, 1.0092 
Gullen Range WF,GULLRGWF,New Gullen Range Wind Farm Pty Ltd,GULLRWF1,NGUR1G,330,GENERATOR - SLOW,Yes,SEMI-SCHEDULED,26/3/15,"{""lat"":-34.62314189018892,""lng"":149.45816590304463}",NSW,Wind,Wind,Renewable,Wind - Onshore,Wind,166,172,,,,,0.9667,0.977,0.9909,1.001,0.9959, 0.9695 
Gunning Wind Farm,GUNNING,Gunning Wind Energy Developments Pty Ltd,GUNNING1,NYS12A,132,GENERATOR - SLOW,Yes,SEMI-SCHEDULED,26/3/15,"{""lat"":-34.675485571107004,""lng"":149.66478453570403}",NSW,Wind,Wind,Wind,Wind - Onshore,Wind,47,47,0.975,0.9726,0.9852,0.986,0.9609,0.9742,0.9914,1.0135,1.0054, 0.9716 
Cullerin Range,CULLERIN,Origin Energy Electricity Limited,CULLRGWF,NYS11C,132,GENERATOR - NOT DISPATCHED,Yes,NON-SCHEDULED,26/3/15,"{""lat"":-34.75246157245714,""lng"":149.38019660770146}",NSW,Wind,Wind,Renewable,Wind - Onshore,Wind,30,30,0.975,0.9726,0.9852,0.986,0.9609,0.9742,0.9914,1.0135,1.0054, 0.9716 
Woodlawn WF,WOODLWN,Woodlawn Wind Pty Ltd,WOODLWN1,NCWF2W,330,GENERATOR - SLOW,Yes,SEMI-SCHEDULED,26/3/15,"{""lat"":-35.081918858235724,""lng"":149.57122138129222}",NSW,Wind,Wind,Renewable,Wind - Onshore,Wind,48,48,1.0012,0.992,0.9845,0.988,0.9618,0.9748,0.9931,1.0163,1.01, 0.9702 
Capital WF,CAPTL_WF,Infigen Energy Markets Pty Limited,CAPTL_WF,NCWF1R,330,GENERATOR - NOT DISPATCHED,Yes,NON-SCHEDULED,26/3/15,"{""lat"":-35.1250254189918,""lng"":149.50104901548337}",NSW,Wind,Wind,Renewable,Wind - Onshore,Wind,140,140,1.0012,0.992,0.9845,0.988,0.9618,0.9748,0.9931,1.0163,1.01, 0.9702 
Royalla Solar,ROYALLA,FRV Royalla Solar Farm Pty Limited,ROYALLA1,ACA11R,11,GENERATOR - NOT DISPATCHED,Yes,NON-SCHEDULED,26/3/15,"{""lat"":-35.485273105310426,""lng"":149.14239025690478}",NSW,Solar,Solar,Renewable,Photovoltaic Flat Panel,Solar,20,20,,,,,0.9642,0.9828,1.0095,1.0362,1.0178, 0.9645 
Burrinjuck,BURRIN,GSP Energy Pty Ltd,BURRIN,NBUK,132,GENERATOR - NOT DISPATCHED,Yes,NON-SCHEDULED,26/3/15,"{""lat"":-35.004942856885584,""lng"":148.5810113304339}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,27,28,1.0107,1.0116,0.9816,0.9902,0.9481,0.9589,0.9915,1.0275,1.0124, 0.9684 
Uranquinty PS,URANQ,Origin Energy Uranquinty Power Pty Ltd,URANQ11,NURQ1U,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-35.18044813996389,""lng"":147.21654866192839}",NSW,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,166,166,0.9406,0.9652,0.9665,0.9189,0.8675,0.897,0.9291,1.0087,0.9609, 0.8704 
Uranquinty PS,URANQ,Origin Energy Uranquinty Power Pty Ltd,URANQ12,NURQ2U,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-35.18044813996389,""lng"":147.21654866192839}",NSW,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,166,166,0.9406,0.9652,0.9665,0.9189,0.8675,0.897,0.9291,1.0087,0.9609, 0.8704 
Uranquinty PS,URANQ,Origin Energy Uranquinty Power Pty Ltd,URANQ13,NURQ3U,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-35.18044813996389,""lng"":147.21654866192839}",NSW,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,166,166,0.9406,0.9652,0.9665,0.9189,0.8675,0.897,0.9291,1.0087,0.9609, 0.8704 
Uranquinty PS,URANQ,Origin Energy Uranquinty Power Pty Ltd,URANQ14,NURQ4U,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-35.18044813996389,""lng"":147.21654866192839}",NSW,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,166,166,0.9406,0.9652,0.9665,0.9189,0.8675,0.897,0.9291,1.0087,0.9609, 0.8704 
Blowering PS,SNOWY6,Snowy Hydro Limited,BLOWERNG,NBLW8,132,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-35.39598094374427,""lng"":148.24574336045828}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,70,80,1.013,1.0112,0.9709,0.9848,0.9368,0.9431,0.9815,1.0506,0.99, 0.9410 
Tumut 3 PS,SNOWY1,Snowy Hydro Limited,TUMUT3,NLTS8,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-35.61151374752465,""lng"":148.29252493766418}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,1500,1800,1.0092,0.9322,0.9233,0.9729,0.9309,0.9465,0.9897,1.0155,0.9954, 0.9304 
Tumut 2 PS,TUMUT2,Snowy Hydro Limited,TUMUT2-1,NUTS21,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-35.88246927227713,""lng"":148.3665957682402}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,71,71,,,,,,,,,,
Tumut 2 PS,TUMUT2,Snowy Hydro Limited,TUMUT2-2,NUTS22,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-35.88246927227713,""lng"":148.3665957682402}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,71,71,,,,,,,,,,
Tumut 2 PS,TUMUT2,Snowy Hydro Limited,TUMUT2-3,NUTS23,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-35.88246927227713,""lng"":148.3665957682402}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,71,71,,,,,,,,,,
Tumut 2 PS,TUMUT2,Snowy Hydro Limited,TUMUT2-4,NUTS24,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-35.88246927227713,""lng"":148.3665957682402}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,71,71,,,,,,,,,,
Tumut 1,SNOWY2,Snowy Hydro Limited,UPPTUMUT,NUTS8,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-35.95328719351925,""lng"":148.37049423300735}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,616,665,0.9768,0.9709,0.9453,0.9783,0.9363,0.9538,0.9943,1.0356,1.0112, 0.9534 
Guthega PS,SNOWY3,Snowy Hydro Limited,GUTHEGA,NGUT8,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-36.350483360485946,""lng"":148.4133773454461}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,60,80,0.9716,0.9399,0.9484,0.9428,0.8987,0.8882,0.9371,0.9658,0.9537, 0.9026 
Boco Rock WF,BOCOROCK,Boco Rock Wind Farm Pty Ltd,BOCORWF1,NCMA3B,132,GENERATOR - SLOW,Yes,SEMI-SCHEDULED,26/3/15,"{""lat"":-36.57525328442834,""lng"":149.12679639783613}",NSW,Wind,Wind,Renewable,Wind - Onshore,Wind,113,113,,,,,,,0.9882,1.0167,1.0068, 0.9556 
Hume PS,HUMEPS,GSP Energy Pty Ltd,HUMENSW,NHUM,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-36.10723919621952,""lng"":147.03332081787192}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,29,70,1.0583,0.9967,0.9704,0.9881,0.9232,0.9483,1.002,1.1055,1.0675, 0.9625 
Nyngun Solar Farm,NYNGAN,AGL Hydro Partnership,NYNGAN1,NWL8,132,GENERATOR - SLOW,Yes,SEMI-SCHEDULED,26/3/15,"{""lat"":-31.562576076507547,""lng"":147.0723054655435}",NSW,Solar,Solar,Renewable,Photovoltaic Flat Panel,Solar,102,102,,,,,0.9875,0.9903,0.9909,0.9831,0.9824, 0.9834 
Broken Hill PS,BHILLGT,Essential Energy,GB01,NBKG1,22,GENERATOR - NOT DISPATCHED,Yes,NON-SCHEDULED,26/3/15,"{""lat"":-31.987483603960293,""lng"":141.41953155316338}",NSW,Diesel,Diesel,Combustion,Open Cycle Gas turbines (OCGT),Diesel,50,50,1.1426,1.1027,1.1026,1.0806,0.9978,1.048,1.1714,1.2841,1.0603, 0.8654 
Barron Gorge PS,BARRON,Stanwell Corporation Limited,BARRON-1,QBGH1,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-16.850922698469745,""lng"":145.64546736076343}",QLD,Hydro,Water,Renewable,Run of River,Hydro,30,33,1.0922,1.0935,1.1135,1.0924,1.0883,1.0677,1.053,1.0238,0.9346, 0.9134 
Barron Gorge PS,BARRON,Stanwell Corporation Limited,BARRON-2,QBGH2,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-16.850922698469745,""lng"":145.64546736076343}",QLD,Hydro,Water,Renewable,Run of River,Hydro,30,33,1.0922,1.0935,1.1135,1.0924,1.0883,1.0677,1.053,1.0238,0.9346, 0.9134 
Kareeya PS,KAREEYA,Stanwell Corporation Limited,KAREEYA1,QKAH1,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-17.76539759450935,""lng"":145.57529499495456}",QLD,Hydro,Water,Renewable,Run of River,Hydro,21,22,1.0802,1.06,1.1144,1.0884,1.087,1.069,1.0495,1.0181,0.9523, 0.9286 
Kareeya PS,KAREEYA,Stanwell Corporation Limited,KAREEYA2,QKAH2,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-17.76539759450935,""lng"":145.57529499495456}",QLD,Hydro,Water,Renewable,Run of River,Hydro,21,22,1.0802,1.06,1.1144,1.0884,1.087,1.069,1.0495,1.0181,0.9523, 0.9286 
Kareeya PS,KAREEYA,Stanwell Corporation Limited,KAREEYA3,QKAH3,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-17.76539759450935,""lng"":145.57529499495456}",QLD,Hydro,Water,Renewable,Run of River,Hydro,21,22,1.0802,1.06,1.1144,1.0884,1.087,1.069,1.0495,1.0181,0.9523, 0.9286 
Kareeya PS,KAREEYA,Stanwell Corporation Limited,KAREEYA4,QKAH4,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-17.76539759450935,""lng"":145.57529499495456}",QLD,Hydro,Water,Renewable,Run of River,Hydro,21,22,1.0802,1.06,1.1144,1.0884,1.087,1.069,1.0495,1.0181,0.9523, 0.9286 
Townsville PS,YABULU,AGL Hydro Partnership,YABULU,QTYP,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-19.200230259675866,""lng"":146.6200835525531}",QLD,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,160,174,1.0406,1.02,1.0524,1.0369,1.0292,1.0337,1.0073,1.0035,0.9346, 0.9142 
Townsville PS,YABULU,AGL Hydro Partnership,YABULU2,QGAR1,66,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-19.200230259675866,""lng"":146.6200835525531}",QLD,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,82,84,1.0504,1.031,1.0634,1.0444,1.0285,1.0428,0.9992,0.9778,0.9495, 0.9185 
Mt Stuart PS,MSTUART,Origin Energy Electricity Limited,MSTUART1,QMSP1,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-19.335708022052103,""lng"":146.85009297381546}",QLD,Gas,Kerosene,Combustion,Open Cycle Gas turbines (OCGT),Gas,146,152,1.0229,0.9772,0.9813,1.0421,1.0041,1.0156,0.9834,0.9964,0.8842, 0.9024 
Mt Stuart PS,MSTUART,Origin Energy Electricity Limited,MSTUART2,QMSP2,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-19.335708022052103,""lng"":146.85009297381546}",QLD,Gas,Kerosene,Combustion,Open Cycle Gas turbines (OCGT),Gas,146,152,1.0229,0.9772,0.9813,1.0421,1.0041,1.0156,0.9834,0.9964,0.8842, 0.9024 
Mt Stuart PS,MSTUART,Origin Energy Electricity Limited,MSTUART3,QMSP3M,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-19.335708022052103,""lng"":146.85009297381546}",QLD,Gas,Kerosene,Combustion,Open Cycle Gas turbines (OCGT),Gas,131,139,1.0229,0.9772,0.9813,1.0421,1.0041,1.0156,0.9834,0.9964,0.8842, 0.9024 
Invicta Mill,INVICTA,Wilmar Sugar Pty Ltd,INVICTA,QINV,132,GENERATOR - NOT DISPATCHED,No,NON-SCHEDULED,26/3/15,"{""lat"":-19.514292345184415,""lng"":147.10739164844793}",QLD,Biomass,Bagasse,Combustion,Steam Sub-Critical,Biomass,50,51,,,,,,,,,0.966, 0.9039 
Mackay PS,MACKAY,Stanwell Corporation Limited,MACKAYGT,QMKG,33,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-21.143104533753274,""lng"":149.15798411597342}",QLD,Diesel,Diesel,Combustion,Open Cycle Gas turbines (OCGT),Diesel,30,34,1.0327,1.0353,1.0674,1.0492,1.0305,1.055,0.9737,0.9577,0.8863, 0.9064 
Barcaldine PS,BARCALDN,Ergon Energy Queensland Pty Ltd,BARCALDN,QBCG,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-23.550913855985495,""lng"":145.31409785555493}",QLD,Gas,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Gas,37,37,0.9963,0.9872,1.0235,0.9985,0.9871,0.9935,0.9777,0.9507,0.9029, 0.8864 
Stanwell PS,STANWELL,Stanwell Corporation Limited,STAN-1,QSTN1,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-23.50780729522942,""lng"":150.3197266165867}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,365,385,0.9815,0.9584,0.9876,0.974,0.9693,0.9784,0.9561,0.9329,0.9075, 0.9051 
Stanwell PS,STANWELL,Stanwell Corporation Limited,STAN-2,QSTN2,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-23.50780729522942,""lng"":150.3197266165867}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,365,385,0.9815,0.9584,0.9876,0.974,0.9693,0.9784,0.9561,0.9329,0.9075, 0.9051 
Stanwell PS,STANWELL,Stanwell Corporation Limited,STAN-3,QSTN3,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-23.50780729522942,""lng"":150.3197266165867}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,365,385,0.9815,0.9584,0.9876,0.974,0.9693,0.9784,0.9561,0.9329,0.9075, 0.9051 
Stanwell PS,STANWELL,Stanwell Corporation Limited,STAN-4,QSTN4,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-23.50780729522942,""lng"":150.3197266165867}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,365,385,0.9815,0.9584,0.9876,0.974,0.9693,0.9784,0.9561,0.9329,0.9075, 0.9051 
Yarwun PS,YARWUN,RTA Yarwun Pty Ltd,YARWUN_1,QYAG1R,132,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-23.83110650089999,""lng"":151.1500996119915}",QLD,Gas,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Gas,154,180,0.9883,0.9593,0.9934,0.9872,0.9837,0.9879,0.9693,0.9435,0.9245, 0.9216 
Gladstone PS,G/STONE,CS Energy Limited,GSTONE1,QGLD1,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-23.84958074122402,""lng"":151.22027197780037}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,280,285,0.9818,0.9631,0.9919,0.9821,0.9807,0.9868,0.9662,0.9431,0.924, 0.9214 
Gladstone PS,G/STONE,CS Energy Limited,GSTONE2,QGLD2,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-23.84958074122402,""lng"":151.22027197780037}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,280,285,0.9818,0.9631,0.9919,0.9821,0.9807,0.9868,0.9662,0.9431,0.924, 0.9214 
